Host,Hop,Loss%,Snt,Last,Avg,Best,Wrst,StDev
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,21.18,23.11,20.51,34.89,4.49
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.14,30.35,20.89,82.35,18.8
dga.pragmaticplaylive.net,1.0,0.0,10.0,34.99,60.69,3.91,367.44,109.85
dga.pragmaticplaylive.net,2.0,0.0,10.0,41.49,49.14,2.74,297.1,91.49
dga.pragmaticplaylive.net,3.0,0.0,10.0,15.3,55.43,3.44,227.38,89.59
dga.pragmaticplaylive.net,4.0,0.0,10.0,26.15,78.34,15.03,353.65,106.56
dga.pragmaticplaylive.net,5.0,0.0,10.0,34.79,82.24,26.55,289.15,80.58
dga.pragmaticplaylive.net,6.0,0.0,10.0,37.54,80.88,27.52,315.76,87.31
dga.pragmaticplaylive.net,7.0,0.0,10.0,34.48,79.46,28.07,247.77,75.15
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,21.17,95.59,20.39,424.65,127.49
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.58,71.59,20.58,357.63,105.65
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.33,104.27,3.19,425.21,167.2
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.44,85.8,3.11,356.98,136.7
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.56,92.99,3.23,485.58,166.24
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.56,80.78,15.69,416.74,133.88
dga.pragmaticplaylive.net,5.0,0.0,10.0,36.97,90.19,26.29,345.29,100.76
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.59,110.18,26.06,476.2,151.42
dga.pragmaticplaylive.net,7.0,0.0,10.0,34.82,92.91,26.84,443.57,135.75
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,29.46,68.41,20.43,304.94,98.81
dga.pragmaticplaylive.net,14.0,0.0,10.0,20.45,97.25,20.31,492.63,153.59
dga.pragmaticplaylive.net,1.0,0.0,10.0,16.89,71.31,2.8,234.06,87.8
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.67,57.67,3.15,207.28,81.01
dga.pragmaticplaylive.net,3.0,0.0,10.0,5.36,40.91,3.45,154.56,60.0
dga.pragmaticplaylive.net,4.0,0.0,10.0,50.37,50.95,15.6,214.82,62.46
dga.pragmaticplaylive.net,5.0,0.0,10.0,51.67,100.25,26.65,439.26,134.2
dga.pragmaticplaylive.net,6.0,0.0,10.0,63.15,93.06,26.47,399.52,115.93
dga.pragmaticplaylive.net,7.0,0.0,10.0,65.4,122.56,26.48,330.72,112.25
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,22.56,96.45,21.16,235.55,95.3
dga.pragmaticplaylive.net,14.0,0.0,10.0,24.18,106.8,22.66,299.81,110.17
dga.pragmaticplaylive.net,1.0,0.0,10.0,6.27,44.92,2.99,277.76,87.14
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.61,65.41,3.11,537.98,167.06
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.49,59.37,3.49,466.09,144.9
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.32,60.37,15.11,393.15,118.45
dga.pragmaticplaylive.net,5.0,0.0,10.0,36.18,69.43,25.89,354.81,102.74
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.54,56.48,25.95,295.4,84.15
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.11,47.47,26.44,222.47,61.51
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,10.0,10.0,20.55,69.62,20.55,416.41,130.31
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.41,101.36,20.69,678.0,207.01
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.62,3.97,2.88,7.92,1.42
dga.pragmaticplaylive.net,2.0,0.0,10.0,2.88,9.58,2.69,59.72,17.66
dga.pragmaticplaylive.net,3.0,0.0,10.0,2.98,23.7,2.88,193.59,59.79
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.36,36.48,14.92,224.0,65.89
dga.pragmaticplaylive.net,5.0,0.0,10.0,27.19,40.42,26.36,157.57,41.18
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.83,53.7,25.83,283.46,80.78
dga.pragmaticplaylive.net,7.0,0.0,10.0,26.03,51.33,26.03,246.04,68.48
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,24.29,37.34,20.01,89.87,25.45
dga.pragmaticplaylive.net,14.0,0.0,10.0,20.94,26.01,20.68,48.48,9.69
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.09,22.28,3.09,88.7,29.94
dga.pragmaticplaylive.net,2.0,0.0,10.0,2.81,13.56,2.81,45.19,15.35
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.82,23.41,3.25,102.62,37.42
dga.pragmaticplaylive.net,4.0,0.0,10.0,17.97,22.91,14.74,50.21,13.64
dga.pragmaticplaylive.net,5.0,0.0,10.0,27.36,31.82,26.54,69.55,13.32
dga.pragmaticplaylive.net,6.0,0.0,10.0,25.93,62.41,25.93,194.75,65.63
dga.pragmaticplaylive.net,7.0,0.0,10.0,29.79,66.62,26.48,309.51,89.01
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,20.54,31.33,20.54,110.73,27.98
dga.pragmaticplaylive.net,14.0,0.0,10.0,23.84,27.81,20.6,79.43,18.21
dga.pragmaticplaylive.net,1.0,0.0,10.0,2.94,64.11,2.94,303.1,95.68
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.39,51.68,2.87,225.55,70.03
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.35,32.88,3.35,157.06,52.74
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.42,71.56,14.37,225.16,89.04
dga.pragmaticplaylive.net,5.0,10.0,10.0,215.56,117.27,27.57,412.9,130.72
dga.pragmaticplaylive.net,6.0,0.0,10.0,161.42,116.25,27.43,346.21,125.22
dga.pragmaticplaylive.net,7.0,0.0,10.0,94.83,103.11,28.2,377.68,119.2
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,21.3,40.3,20.46,132.37,35.26
dga.pragmaticplaylive.net,14.0,0.0,10.0,29.5,64.83,21.53,194.99,56.17
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.61,6.88,3.26,32.12,8.89
dga.pragmaticplaylive.net,2.0,10.0,10.0,2.98,3.82,2.98,4.47,0.56
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.31,35.47,3.59,307.74,95.67
dga.pragmaticplaylive.net,4.0,0.0,10.0,94.5,46.98,14.48,243.31,73.22
dga.pragmaticplaylive.net,5.0,0.0,10.0,63.27,47.52,26.59,184.26,49.3
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.12,37.8,26.74,122.52,29.95
dga.pragmaticplaylive.net,7.0,0.0,10.0,45.54,38.46,26.75,90.69,19.94
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,22.3,23.86,20.86,39.44,5.58
dga.pragmaticplaylive.net,14.0,0.0,10.0,23.89,21.82,20.58,23.89,0.99
dga.pragmaticplaylive.net,1.0,0.0,10.0,5.85,11.61,2.81,66.34,19.43
dga.pragmaticplaylive.net,2.0,0.0,10.0,61.69,39.49,2.82,284.25,87.9
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.15,26.26,3.79,204.22,62.75
dga.pragmaticplaylive.net,4.0,0.0,10.0,20.63,26.01,15.2,111.7,30.15
dga.pragmaticplaylive.net,5.0,0.0,10.0,33.84,28.23,26.55,33.84,2.15
dga.pragmaticplaylive.net,6.0,20.0,10.0,27.64,50.61,27.34,203.0,61.65
dga.pragmaticplaylive.net,7.0,10.0,10.0,43.1,72.72,26.56,332.4,101.33
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,10.0,10.0,27.54,24.16,21.06,27.54,2.58
dga.pragmaticplaylive.net,14.0,10.0,10.0,31.42,23.51,20.68,31.42,3.41
dga.pragmaticplaylive.net,1.0,0.0,10.0,12.0,80.26,4.07,279.91,86.32
dga.pragmaticplaylive.net,2.0,0.0,10.0,6.55,71.09,3.92,272.24,80.51
dga.pragmaticplaylive.net,3.0,0.0,10.0,5.65,53.78,5.06,174.78,58.65
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.84,80.69,16.84,146.56,48.37
dga.pragmaticplaylive.net,5.0,0.0,10.0,36.48,74.22,29.28,112.03,33.91
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.6,72.71,27.6,253.69,68.44
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.88,98.05,27.88,356.59,98.84
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,24.05,89.38,22.25,398.98,125.08
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.98,93.44,21.98,338.38,100.31
dga.pragmaticplaylive.net,1.0,0.0,10.0,29.74,27.88,3.56,110.12,41.58
dga.pragmaticplaylive.net,2.0,0.0,10.0,17.45,33.38,3.75,135.08,49.93
dga.pragmaticplaylive.net,3.0,0.0,10.0,28.7,37.46,4.51,170.84,52.61
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.9,27.19,14.91,97.98,25.73
dga.pragmaticplaylive.net,5.0,0.0,10.0,29.93,45.68,27.15,128.34,33.23
dga.pragmaticplaylive.net,6.0,0.0,10.0,28.58,31.54,26.88,59.57,9.97
dga.pragmaticplaylive.net,7.0,0.0,10.0,41.95,36.27,27.0,73.52,14.04
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,23.74,25.97,20.43,55.91,10.58
dga.pragmaticplaylive.net,14.0,0.0,10.0,45.7,33.87,21.38,77.33,18.02
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.57,32.21,3.57,180.67,56.08
dga.pragmaticplaylive.net,2.0,0.0,10.0,2.4,67.02,2.4,299.27,104.38
dga.pragmaticplaylive.net,3.0,0.0,10.0,34.25,109.78,3.1,520.26,174.38
dga.pragmaticplaylive.net,4.0,0.0,10.0,119.68,117.33,14.46,453.96,142.05
dga.pragmaticplaylive.net,5.0,0.0,10.0,53.25,105.73,26.46,471.07,138.69
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.22,89.96,26.22,402.62,124.93
dga.pragmaticplaylive.net,7.0,0.0,10.0,59.83,81.54,26.25,325.24,93.49
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,23.76,39.35,20.92,96.96,26.13
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.68,32.01,20.84,69.92,16.85
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.08,21.43,3.27,104.2,36.99
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.74,20.29,2.69,120.54,37.39
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.18,14.15,3.08,54.17,17.32
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.68,16.53,14.51,28.31,4.18
dga.pragmaticplaylive.net,5.0,0.0,10.0,27.94,41.28,26.14,97.38,21.16
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.9,48.47,26.16,125.16,35.12
dga.pragmaticplaylive.net,7.0,0.0,10.0,30.33,57.2,27.17,178.86,45.95
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,22.18,33.14,21.19,105.89,26.95
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.57,31.5,20.91,103.22,25.49
dga.pragmaticplaylive.net,1.0,0.0,10.0,3.61,6.41,3.04,18.9,4.96
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.63,5.53,2.97,15.6,3.82
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.85,58.41,3.17,301.66,104.48
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.97,60.55,14.99,249.45,90.12
dga.pragmaticplaylive.net,5.0,0.0,10.0,28.38,69.1,26.24,234.31,81.18
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.7,65.9,25.92,230.71,67.87
dga.pragmaticplaylive.net,7.0,0.0,10.0,41.36,71.87,30.36,167.59,43.22
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,20.89,29.43,20.53,88.97,21.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.7,32.96,20.86,121.22,31.17
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.31,18.78,3.77,97.56,29.37
dga.pragmaticplaylive.net,2.0,0.0,10.0,5.16,12.79,2.7,68.06,21.28
dga.pragmaticplaylive.net,3.0,0.0,10.0,7.96,5.11,2.85,8.44,2.09
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.39,29.41,14.59,152.66,43.31
dga.pragmaticplaylive.net,5.0,0.0,10.0,32.74,34.67,25.98,88.07,18.98
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.62,34.28,26.0,78.1,16.02
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.91,39.09,26.25,77.74,20.07
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,21.97,41.49,20.36,211.22,59.66
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.03,36.64,20.68,148.56,40.01
dga.pragmaticplaylive.net,1.0,0.0,10.0,7.13,78.43,3.25,294.03,112.27
dga.pragmaticplaylive.net,2.0,0.0,10.0,32.14,93.94,2.67,493.28,153.17
dga.pragmaticplaylive.net,3.0,0.0,10.0,12.42,82.11,4.4,434.22,135.56
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.39,70.23,15.41,362.14,107.03
dga.pragmaticplaylive.net,5.0,0.0,10.0,31.72,91.82,26.45,413.68,121.08
dga.pragmaticplaylive.net,6.0,0.0,10.0,48.89,120.18,27.3,343.92,127.03
dga.pragmaticplaylive.net,7.0,0.0,10.0,51.32,113.82,26.43,295.29,104.42
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,10.0,10.0,91.5,83.57,20.73,399.81,123.53
dga.pragmaticplaylive.net,14.0,0.0,10.0,84.24,116.69,20.74,372.57,132.95
dga.pragmaticplaylive.net,1.0,0.0,10.0,418.42,170.89,59.25,471.2,149.16
dga.pragmaticplaylive.net,2.0,0.0,10.0,472.87,182.45,10.03,472.87,178.72
dga.pragmaticplaylive.net,3.0,0.0,10.0,408.81,232.9,53.23,638.61,199.24
dga.pragmaticplaylive.net,4.0,0.0,10.0,337.17,198.4,18.45,544.12,166.57
dga.pragmaticplaylive.net,5.0,0.0,10.0,265.19,205.67,29.22,642.72,200.0
dga.pragmaticplaylive.net,6.0,0.0,10.0,319.37,201.65,34.5,604.0,193.45
dga.pragmaticplaylive.net,7.0,0.0,10.0,251.02,181.07,56.75,532.28,156.13
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,23.8,210.78,23.8,825.13,253.9
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.84,196.57,21.84,760.05,231.8
dga.pragmaticplaylive.net,1.0,0.0,10.0,7.23,4.87,3.64,7.23,1.29
dga.pragmaticplaylive.net,2.0,0.0,10.0,9.57,6.09,3.62,13.1,3.12
dga.pragmaticplaylive.net,3.0,0.0,10.0,8.24,8.96,4.24,38.88,10.59
dga.pragmaticplaylive.net,4.0,0.0,10.0,20.92,17.9,15.86,22.23,2.37
dga.pragmaticplaylive.net,5.0,0.0,10.0,30.92,32.06,27.61,49.71,6.71
dga.pragmaticplaylive.net,6.0,0.0,10.0,29.87,29.2,26.64,33.77,2.15
dga.pragmaticplaylive.net,7.0,0.0,10.0,32.24,29.12,27.68,33.27,1.96
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,25.68,23.11,21.77,26.04,1.57
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.94,22.56,21.65,26.45,1.45
dga.pragmaticplaylive.net,1.0,0.0,10.0,7.67,4.53,2.85,7.67,1.79
dga.pragmaticplaylive.net,2.0,0.0,10.0,37.33,17.65,3.01,94.69,29.27
dga.pragmaticplaylive.net,3.0,10.0,10.0,257.91,32.84,3.14,257.91,84.43
dga.pragmaticplaylive.net,4.0,0.0,10.0,195.18,37.63,14.69,195.18,56.48
dga.pragmaticplaylive.net,5.0,0.0,10.0,132.28,37.66,26.68,132.28,33.25
dga.pragmaticplaylive.net,6.0,0.0,10.0,60.28,30.06,26.12,60.28,10.62
dga.pragmaticplaylive.net,7.0,0.0,10.0,86.43,37.57,26.77,86.43,19.08
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,0.0,10.0,247.66,44.5,20.59,247.66,71.39
dga.pragmaticplaylive.net,14.0,0.0,10.0,191.04,38.62,20.37,191.04,53.56
dga.pragmaticplaylive.net,1.0,30.0,10.0,3.83,153.03,3.57,983.7,366.78
dga.pragmaticplaylive.net,2.0,40.0,10.0,14.61,19.48,2.78,88.14,33.93
dga.pragmaticplaylive.net,3.0,40.0,10.0,3.63,8.44,3.63,25.92,8.68
dga.pragmaticplaylive.net,4.0,40.0,10.0,16.95,38.05,14.71,149.08,54.4
dga.pragmaticplaylive.net,5.0,40.0,10.0,28.09,52.62,26.24,178.96,61.89
dga.pragmaticplaylive.net,6.0,40.0,10.0,26.93,75.52,26.93,307.89,113.86
dga.pragmaticplaylive.net,7.0,40.0,10.0,26.72,67.36,26.72,245.46,87.66
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,50.0,10.0,21.25,41.79,21.25,122.51,45.12
dga.pragmaticplaylive.net,14.0,30.0,10.0,24.03,185.63,21.5,1044.76,380.7
dga.pragmaticplaylive.net,1.0,0.0,10.0,28.9,233.93,6.63,1072.66,314.26
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.22,247.43,3.22,1005.06,291.06
dga.pragmaticplaylive.net,3.0,0.0,10.0,13.96,201.15,6.63,932.39,280.05
dga.pragmaticplaylive.net,4.0,0.0,10.0,23.06,169.39,15.53,860.49,254.44
dga.pragmaticplaylive.net,5.0,0.0,10.0,159.72,179.46,27.97,788.09,224.91
dga.pragmaticplaylive.net,6.0,0.0,10.0,499.95,286.58,27.01,738.59,278.51
dga.pragmaticplaylive.net,7.0,0.0,10.0,508.82,259.07,28.19,707.89,266.44
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
